GENERO;IDOSO;CASADO;DEPENDENTES;TEMPO_COMO_CLIENTE;SERVICOTELEFONE;SERVICO_INTERNET;SERVICO_SEGURANCA;SUPORTE_TECNICO;STREAMINGTV;TIPO_CONTRATO;METODOPAGAMENTO;PAGAMENTO_MENSAL;TOTAL_PAGO;CHURN
MALE;0;YES;YES;43;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);71.45;3173.35;NO
MALE;0;YES;NO;6;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;531.0;YES
FEMALE;0;YES;YES;69;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;1375.4;NO
FEMALE;0;YES;YES;72;YES;FIBER OPTIC;YES;NO;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;8129.3;NO
MALE;0;YES;YES;59;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;1192.7;NO
FEMALE;0;YES;NO;20;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1901.65;NO
MALE;0;YES;YES;24;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;587.4;NO
MALE;0;NO;NO;59;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;6519.75;NO
MALE;0;YES;YES;72;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;8041.65;NO
MALE;0;NO;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;71.45;20.75;NO
FEMALE;0;YES;NO;27;YES;FIBER OPTIC;YES;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);71.45;2681.15;NO
FEMALE;0;NO;NO;14;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;1112.3;NO
MALE;0;YES;YES;71;YES;FIBER OPTIC;YES;NO;YES;TWO YEAR;ELECTRONIC CHECK;71.45;7405.5;NO
MALE;0;NO;YES;13;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;1033.95;NO
MALE;0;NO;NO;44;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;2958.95;NO
FEMALE;0;NO;NO;33;YES;FIBER OPTIC;NO;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);71.45;2684.85;NO
MALE;0;YES;YES;72;YES;DSL;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;4179.2;NO
MALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;79.9;YES
FEMALE;0;NO;NO;19;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1934.45;YES
MALE;0;YES;NO;64;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);71.45;6654.1;NO
MALE;0;NO;NO;2;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;84.5;YES
FEMALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;25.25;NO
MALE;0;NO;YES;61;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;71.45;1124.2;NO
FEMALE;0;YES;YES;29;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;ELECTRONIC CHECK;71.45;540.05;NO
MALE;1;YES;NO;23;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1975.85;NO
FEMALE;0;YES;NO;57;YES;DSL;YES;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);71.45;3437.45;NO
MALE;0;YES;YES;72;YES;DSL;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;3139.8;NO
MALE;0;YES;NO;66;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;3789.2;NO
MALE;0;YES;YES;65;YES;DSL;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;5324.5;NO
FEMALE;0;NO;NO;8;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);71.45;624.6;NO
FEMALE;0;NO;NO;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;268.35;YES
FEMALE;0;YES;NO;71;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;1836.9;NO
MALE;0;YES;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;ELECTRONIC CHECK;71.45;20.2;NO
MALE;0;YES;NO;4;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;179.35;YES
FEMALE;0;NO;NO;12;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);71.45;219.35;NO
MALE;0;NO;NO;24;YES;DSL;YES;NO;YES;ONE YEAR;MAILED CHECK;71.45;1288.75;NO
FEMALE;0;YES;YES;31;YES;DSL;YES;YES;YES;ONE YEAR;MAILED CHECK;71.45;2545.75;NO
FEMALE;0;YES;NO;1;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;MAILED CHECK;71.45;55.2;YES
MALE;0;NO;NO;30;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;2723.15;NO
FEMALE;0;YES;YES;47;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;4107.25;NO
MALE;0;NO;NO;54;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;5760.65;NO
MALE;0;NO;NO;50;YES;FIBER OPTIC;YES;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;4747.5;NO
MALE;0;NO;NO;1;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;84.6;YES
FEMALE;0;NO;NO;72;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;1566.9;NO
FEMALE;0;NO;NO;29;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;702.0;NO
MALE;0;NO;NO;2;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;114.1;YES
FEMALE;0;NO;NO;10;YES;DSL;NO;YES;NO;TWO YEAR;MAILED CHECK;71.45;299.05;NO
MALE;0;YES;NO;18;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1305.95;NO
FEMALE;1;NO;NO;11;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1120.3;YES
MALE;0;NO;NO;16;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;71.45;284.35;NO
FEMALE;0;NO;NO;72;YES;DSL;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;6350.5;NO
MALE;0;NO;NO;72;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;7878.3;NO
FEMALE;0;YES;YES;41;YES;DSL;YES;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);71.45;3187.65;NO
FEMALE;1;YES;NO;65;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;6126.15;NO
FEMALE;1;NO;NO;13;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;731.3;NO
MALE;1;NO;NO;4;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;273.4;NO
MALE;0;NO;NO;41;YES;DSL;NO;NO;NO;ONE YEAR;MAILED CHECK;71.45;2531.8;NO
MALE;1;NO;NO;15;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1074.3;YES
MALE;0;NO;NO;1;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;48.55;YES
MALE;0;NO;NO;42;YES;FIBER OPTIC;YES;NO;NO;ONE YEAR;ELECTRONIC CHECK;71.45;4298.45;NO
FEMALE;0;YES;NO;51;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;71.45;4619.55;NO
FEMALE;0;YES;YES;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;147.15;YES
MALE;1;YES;NO;1;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;40.2;YES
MALE;0;NO;YES;32;YES;DSL;NO;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);71.45;2633.3;NO
MALE;0;NO;NO;10;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;71.45;193.05;NO
FEMALE;0;YES;YES;67;YES;DSL;NO;YES;YES;TWO YEAR;ELECTRONIC CHECK;71.45;4103.9;NO
FEMALE;0;YES;YES;61;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;7008.15;NO
MALE;0;NO;NO;50;YES;FIBER OPTIC;YES;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);71.45;5791.1;NO
FEMALE;0;YES;NO;2;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;80.55;YES
FEMALE;1;YES;NO;29;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1228.65;NO
MALE;1;NO;NO;3;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;132.2;YES
MALE;1;NO;NO;13;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1364.3;YES
MALE;1;YES;NO;57;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;4925.35;NO
FEMALE;0;NO;NO;31;YES;DSL;YES;YES;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;1520.1;NO
FEMALE;0;YES;NO;45;YES;FIBER OPTIC;YES;YES;YES;ONE YEAR;MAILED CHECK;71.45;5032.25;NO
FEMALE;0;YES;YES;61;YES;DSL;YES;YES;YES;TWO YEAR;MAILED CHECK;71.45;5526.75;NO
MALE;0;NO;NO;50;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);71.45;1195.25;NO
FEMALE;1;NO;NO;19;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;MAILED CHECK;71.45;2007.25;NO
MALE;0;NO;NO;59;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;71.45;1099.6;YES
FEMALE;0;YES;NO;71;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);71.45;1732.95;NO
FEMALE;1;NO;NO;16;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1511.2;YES
MALE;0;YES;NO;57;YES;DSL;YES;YES;NO;TWO YEAR;ELECTRONIC CHECK;71.45;3450.15;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);71.45;24.8;YES
MALE;1;YES;NO;20;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;2172.05;NO
MALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;70.6;YES
MALE;0;YES;NO;5;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;401.1;YES
FEMALE;0;YES;NO;52;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;5624.85;YES
MALE;1;YES;NO;21;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);71.45;1339.8;NO
MALE;0;NO;NO;14;YES;DSL;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;771.95;NO
FEMALE;0;NO;NO;5;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);71.45;244.75;NO
FEMALE;0;NO;NO;6;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;322.9;NO
FEMALE;0;NO;NO;10;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;498.25;NO
FEMALE;0;NO;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;71.45;25.4;NO
FEMALE;0;NO;NO;68;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;3687.75;NO
MALE;0;YES;YES;18;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;MAILED CHECK;71.45;1779.95;YES
FEMALE;0;NO;NO;22;YES;FIBER OPTIC;NO;NO;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);71.45;1783.6;NO
FEMALE;0;NO;NO;20;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;927.15;NO
MALE;0;YES;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;70.0;YES
MALE;1;NO;NO;8;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;606.55;YES
MALE;0;NO;NO;10;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);71.45;435.4;YES
MALE;1;NO;NO;24;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;1712.7;YES
MALE;0;NO;NO;35;YES;DSL;YES;NO;NO;ONE YEAR;MAILED CHECK;71.45;2021.2;NO
MALE;0;YES;YES;23;YES;FIBER OPTIC;NO;YES;NO;ONE YEAR;MAILED CHECK;71.45;1940.8;NO
FEMALE;1;NO;NO;6;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;567.8;NO
FEMALE;0;NO;NO;12;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;71.45;220.35;NO
MALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;71.45;20.25;NO
FEMALE;0;YES;YES;71;YES;FIBER OPTIC;NO;NO;NO;TWO YEAR;ELECTRONIC CHECK;71.45;5436.45;NO
MALE;1;YES;NO;35;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;3437.5;NO
MALE;0;YES;YES;40;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;71.45;3015.75;NO
FEMALE;0;NO;YES;1;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;71.45;73.6;YES
MALE;0;NO;NO;23;YES;DSL;NO;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);64.9;1509.8;NO
FEMALE;1;NO;NO;4;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;95.45;396.1;YES
MALE;0;NO;NO;4;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;90.4;356.65;NO
FEMALE;0;YES;YES;68;YES;DSL;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);60.3;4109.0;NO
MALE;0;NO;YES;38;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;81.85;3141.7;NO
MALE;0;YES;YES;52;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;24.8;1229.1;NO
MALE;1;YES;NO;32;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.9;2303.35;YES
MALE;0;YES;YES;29;YES;DSL;NO;YES;YES;TWO YEAR;MAILED CHECK;75.55;2054.4;NO
MALE;1;YES;YES;38;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;101.15;3741.85;NO
MALE;0;NO;YES;48;YES;DSL;YES;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);78.75;3682.45;NO
FEMALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.25;19.25;NO
FEMALE;0;NO;NO;22;YES;FIBER OPTIC;YES;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;89.05;1886.25;NO
FEMALE;0;NO;NO;43;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);115.05;4895.1;NO
FEMALE;1;YES;NO;5;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.35;341.6;NO
MALE;0;NO;NO;5;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;80.6;415.55;YES
MALE;0;YES;YES;51;YES;FIBER OPTIC;YES;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);110.05;5686.4;NO
MALE;0;NO;NO;71;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.9;1355.1;NO
FEMALE;0;YES;YES;38;YES;DSL;YES;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);80.3;3058.65;YES
MALE;1;YES;NO;24;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;93.15;2231.05;YES
MALE;0;YES;NO;35;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);91.5;3236.35;NO
FEMALE;1;NO;NO;54;YES;DSL;YES;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);82.45;4350.1;YES
FEMALE;0;YES;YES;72;YES;DSL;NO;YES;YES;TWO YEAR;ELECTRONIC CHECK;60.0;4264.0;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;44.8;44.8;NO
FEMALE;0;YES;YES;9;YES;DSL;YES;NO;NO;ONE YEAR;MAILED CHECK;48.6;422.3;NO
MALE;0;NO;NO;69;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);60.05;4176.7;NO
FEMALE;0;YES;NO;52;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);102.7;5138.1;NO
FEMALE;1;YES;NO;11;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;82.9;880.05;NO
FEMALE;1;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;70.35;139.05;YES
FEMALE;1;YES;YES;28;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;35.9;973.65;NO
FEMALE;1;NO;NO;17;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);82.65;1470.05;NO
FEMALE;0;YES;YES;35;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.85;739.35;NO
FEMALE;0;NO;NO;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.2;161.95;NO
MALE;0;NO;NO;46;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);94.9;4422.95;NO
FEMALE;0;NO;NO;7;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;73.85;511.25;YES
FEMALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;80.6;155.8;YES
MALE;0;YES;YES;68;YES;DSL;NO;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);75.8;5293.95;YES
FEMALE;0;NO;NO;43;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;ELECTRONIC CHECK;104.6;4759.85;YES
FEMALE;0;NO;NO;68;YES;DSL;YES;YES;YES;TWO YEAR;ELECTRONIC CHECK;88.15;6148.45;NO
FEMALE;0;NO;NO;36;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);94.8;3565.65;NO
MALE;0;YES;NO;63;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;103.4;6603.0;YES
FEMALE;1;NO;NO;32;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);54.65;1830.1;NO
FEMALE;0;YES;NO;71;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);85.75;6223.8;NO
FEMALE;0;YES;YES;66;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);67.45;4508.65;NO
MALE;0;NO;NO;63;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;20.5;1328.15;NO
FEMALE;0;NO;YES;41;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);20.25;865.0;NO
FEMALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;72.1;72.1;NO
FEMALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;90.4;168.2;YES
FEMALE;0;YES;NO;70;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.45;1303.5;NO
FEMALE;0;NO;NO;23;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;44.95;996.85;NO
FEMALE;1;YES;NO;64;YES;FIBER OPTIC;YES;NO;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);97.0;6430.9;NO
MALE;0;YES;YES;37;YES;DSL;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);62.8;2278.75;NO
MALE;0;NO;YES;17;YES;DSL;NO;NO;NO;ONE YEAR;MAILED CHECK;44.6;681.4;NO
FEMALE;1;NO;NO;7;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;89.15;574.35;NO
MALE;0;YES;YES;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);84.8;371.9;YES
FEMALE;1;NO;NO;21;YES;DSL;YES;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;41.9;840.1;YES
FEMALE;0;NO;NO;10;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);80.25;846.0;YES
FEMALE;1;NO;NO;16;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;54.1;889.0;NO
MALE;0;YES;NO;64;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;ELECTRONIC CHECK;105.25;6823.4;NO
MALE;1;YES;NO;27;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);30.75;805.1;YES
MALE;0;YES;YES;42;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;97.1;4016.75;NO
MALE;0;NO;YES;5;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.2;83.75;NO
FEMALE;0;NO;NO;41;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);98.8;3959.15;NO
MALE;0;YES;NO;58;YES;DSL;NO;NO;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);50.3;2878.55;NO
FEMALE;0;NO;NO;47;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;20.55;945.7;NO
MALE;0;NO;NO;18;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.9;1373.05;NO
MALE;0;NO;NO;5;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);96.5;492.55;YES
MALE;0;YES;NO;23;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);59.95;1406.0;NO
FEMALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.15;19.15;NO
MALE;0;YES;NO;71;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);98.65;6962.85;NO
MALE;0;YES;YES;72;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);112.6;8126.65;NO
MALE;0;YES;YES;33;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;20.6;690.25;NO
MALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;85.65;181.5;YES
MALE;0;NO;YES;24;YES;DSL;YES;YES;NO;TWO YEAR;MAILED CHECK;35.75;830.8;NO
